model_name,RL1,RL2,L2RE,MaxE,MSE,RMSE
DFVM_10000_ReLU_0.1,0.42998145970293206,0.49539425954973776,3.2418458461761475,0.6387125253677368,0.18403753638267517,0.3224439322948456
DFVM_30000_ReLU_0.1,0.21754436570755467,0.2772367644231872,0.656029224395752,0.42914584279060364,0.057637639343738556,0.16313694417476654
DFVM_50000_ReLU_0.1,0.21754436570755467,0.2772367644231872,0.656029224395752,0.42914584279060364,0.057637639343738556,0.16313694417476654
DFVM_10000_Sigmoid_0.1,0.06271261154399792,0.24888717015344772,2274.65966796875,0.49718719720840454,0.04645254462957382,0.0470283105969429
DFVM_30000_Sigmoid_0.1,0.07700745925117838,0.2760332796289441,,0.4968823790550232,0.057138312608003616,0.05774804577231407
DFVM_50000_Sigmoid_0.1,0.06664656391842429,0.2554835581067534,2223.327880859375,0.49643203616142273,0.04894748702645302,0.049978386610746384
PINNs_10000_Tanh_0.1,0.12047324637825525,0.14509885924197405,0.32189393043518066,0.32071033120155334,0.01578819379210472,0.09034313261508942
PINNs_30000_Tanh_0.1,0.13253730277065873,0.1459574947901491,0.3257202208042145,0.3000211715698242,0.015975603833794594,0.09938997775316238
PINNs_50000_Tanh_0.1,0.12034843620026694,0.24635308521295685,0.2680753469467163,0.4490058422088623,0.045511435717344284,0.09024953097105026
PINNs_10000_ReLU_0.1,0.2991255104664498,0.3206631458032286,0.5829322338104248,0.531313955783844,0.07710856199264526,0.22431480884552002
PINNs_30000_ReLU_0.1,0.2991255104664498,0.3206631458032286,0.5829322338104248,0.531313955783844,0.07710856199264526,0.22431480884552002
PINNs_50000_ReLU_0.1,0.2991255104664498,0.3206631458032286,0.5829322338104248,0.531313955783844,0.07710856199264526,0.22431480884552002
PINNs_10000_Sigmoid_0.1,0.15904147665437074,0.1680185092663199,0.346736341714859,0.31822896003723145,0.02116989530622959,0.11926550418138504
PINNs_30000_Sigmoid_0.1,0.15964620762286014,0.16381913149996521,0.35187381505966187,0.3122611343860626,0.020124901086091995,0.119718998670578
PINNs_50000_Sigmoid_0.1,0.13775450264614827,0.13923527784607873,0.3492260277271271,0.30692994594573975,0.014537946321070194,0.10330238193273544
